"",Статус,Населений пункт,Потребуючі,Що передаємо,К-сть осіб,Набір звичайний,Набір сімейний,дорослі щітки,доросла паста,шампунь,мило,жіночі прокладки,підгузки дитячі,підгузки дорослі
167,відправлено,Сміла Черкаська обл,ВПО з Луганськ.обл самотня мама з дітьми 11р та 4 місяці,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 3 - 1 шт,""
168,відправлено,Болехів,ВПО з Донецьк обл мама з 2 дітьми 8р 1р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,"",""
169,відправлено,Камʼянське Дніпропетровська обл,ВПО з Краматорська самотня мама з дитиною 13р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
170,відправлено,Люботин Харківська обл,ВПО з Харкова сімʼя з дитиною 14р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
171,відправлено,Краснокутськ,ВПО з Харківськ. обл мама з дитиною 7р та бабуся,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
172,відправлено,Мирноград Донецька обл,Самотня мама з дитиною 9р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
173,відправлено,Просяне Харківська обл,ВПО з Харківськ. обл багатодітна сімʼя 17р 10р 12р,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
174,відправлено,Шешори Івано-Франківська обл,"ВПО з Харківська обл. мама з дитиною 5р, сестра з дитиною 10р, бабуся з інвалідністю 2гр","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
175,відправлено,Бужанка Черкаська обл,ВПО з Луганської обл дитина 1 р ,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,розмір 4 - 1 шт,""
176,відправлено,Черкаси,ВПО з Донецької обл. самотня мама з дитиною 1.5р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 5 - 1 шт,""
177,відправлено,Межова Дніпропетровська обл,ВПО мама з 2 дітьми 10р та 8р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
178,відправлено,Федорівка Полтавська обл,Багатодітна малозабезпечена сімʼя 8р 5р 1р,"предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,1,розмір 4 - 1 шт,""
179,відправлено,Гребінка Полтавська обл,ВПО з Донецька обл. сімʼя двоє дітей 1р 3р,"предмети особистої гігієни, продукти харчування
",4,"",1,2,1,1,2,1,розмір 4 - 1 шт,""
180,відправлено,Черкаси,ВПО з Словʼянська мама з дитиною 10р та бабуся -пенсіонер,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
181,відправлено,Коськів Хмельницька обл,ВПО з Краматорська двоє дітей півроку та 3р,"предмети особистої гігієни, продукти харчування
",3,1,"",1,1,1,1,1,розмір 3 - 1 шт,""
